"Incident ID","Offence Code","CR Number","Dispatch Date / Time","Start_Date_Time","End_Date_Time","NIBRS Code","Victims","Crime Name1","Crime Name2","Crime Name3","Police District Name","Block Address","City","State","Zip Code","Agency","Place","Sector","Beat","PRA","Address Number","Street Prefix","Street Name","Street Suffix","Street Type","Latitude","Longitude","Police District Number","Location"
"201591224","2305","260040921",,"09/18/2026 03:42:00 AM",,"23F","1","Crime Against Property","Theft From Motor Vehicle","LARCENY - FROM AUTO","TAKOMA PARK","900 BLK  UNIVERSITY BLV E","TAKOMA PARK","MD","20912","TPPD","Parking Lot - Commercial","T","8T3","806","900",,"UNIVERSITY","E","BLV","38.99418","-76.9925","TPPD","    (38.9942, -76.9925)"
"201591224","2999","260040921",,"09/18/2026 03:42:00 AM",,"290","1","Crime Against Property","Destruction/Damage/Vandalism of Property","DAMAGE PROPERTY (DESCRIBE OFFENSE)","TAKOMA PARK","900 BLK  UNIVERSITY BLV E","TAKOMA PARK","MD","20912","TPPD","Parking Lot - Commercial","T","8T3","806","900",,"UNIVERSITY","E","BLV","38.99418","-76.9925","TPPD","    (38.9942, -76.9925)"
"201591324","1399","260041016","09/18/2026 05:12:21 PM","09/18/2026 03:00:00 AM",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","WHEATON","400 BLK  EDNOR RD","ASHTON","MD","20861","MCPD","Residence - Single Family","K","4K2","390","400",,"EDNOR",,"RD","39.13329","-77.0072","4D","    (39.1333, -77.0072)"
"201591222","9199","260040920","09/18/2026 02:25:48 AM","09/18/2026 02:25:00 AM","09/18/2026 02:25:00 AM","90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","SILVER SPRING","11300 BLK  LOCKWOOD DR","SILVER SPRING","MD","20904","MCPD","Street - Bus Stop","I","3I1","145","11300",,"LOCKWOOD",,"DR","39.03998","-76.9901","3D","    (39.04, -76.9901)"
"201591223","1399","260040918","09/18/2026 01:23:14 AM","09/18/2026 02:16:00 AM","09/18/2026 02:30:00 AM","13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","ROCKVILLE","200 BLK N WASHINGTON ST","ROCKVILLE","MD","20850","RCPD","Bar/Night Club","A","1A1","277","200","N","WASHINGTON",,"ST","39.08583","-77.1529","1D","    (39.0858, -77.1529)"
"201591223","5311","260040918","09/18/2026 01:23:14 AM","09/18/2026 02:16:00 AM","09/18/2026 02:30:00 AM","90C","1","Crime Against Society","Disorderly Conduct","PUBLIC PEACE - DISORDERLY CONDUCT","ROCKVILLE","200 BLK N WASHINGTON ST","ROCKVILLE","MD","20850","RCPD","Bar/Night Club","A","1A1","277","200","N","WASHINGTON",,"ST","39.08583","-77.1529","1D","    (39.0858, -77.1529)"
"201591225","2901","260040919","09/18/2026 02:06:17 AM","09/18/2026 01:55:00 AM","09/18/2026 02:05:00 AM","290","1","Crime Against Property","Destruction/Damage/Vandalism of Property","DAMAGE PROPERTY - BUSINESS","MONTGOMERY VILLAGE","500 BLK  QUINCE ORCHARD RD","GAITHERSBURG","MD","20878","GPD","Liquor Store - Beer & Wine","P","6P2","445","500",,"QUINCE ORCHARD",,"RD","39.14581","-77.2198","6D","    (39.1458, -77.2198)"
"201591375","2999","260041112","09/19/2026 10:01:29 AM","09/18/2026 01:00:00 AM","09/19/2026 09:47:00 AM","290","1","Crime Against Property","Destruction/Damage/Vandalism of Property","DAMAGE PROPERTY (DESCRIBE OFFENSE)","TAKOMA PARK","6400 BLK  EASTERN AVE","TAKOMA PARK","DC","20912","TPPD","Street - Residential","T","8T1","802","6400",,"EASTERN",,"AVE","38.96739","-77.0046","TPPD","    (38.9674, -77.0046)"
"201591220","2399","260040917","09/18/2026 12:59:39 AM","09/18/2026 12:59:00 AM",,"23H","1","Crime Against Property","All other Larceny","LARCENY (DESCRIBE OFFENSE)","BETHESDA","4700 BLK  ELM ST","BETHESDA","MD","20814","MCPD","Bar/Night Club","D","2D2","033","4700",,"ELM",,"ST","0.0","0.0","2D","    (0.0, 0.0)"
"201591220","2999","260040917","09/18/2026 12:59:39 AM","09/18/2026 12:59:00 AM",,"290","1","Crime Against Property","Destruction/Damage/Vandalism of Property","DAMAGE PROPERTY (DESCRIBE OFFENSE)","BETHESDA","4700 BLK  ELM ST","BETHESDA","MD","20814","MCPD","Bar/Night Club","D","2D2","033","4700",,"ELM",,"ST","0.0","0.0","2D","    (0.0, 0.0)"
"201591220","1399","260040917","09/18/2026 12:59:39 AM","09/18/2026 12:59:00 AM",,"13B","2","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","BETHESDA","4700 BLK  ELM ST","BETHESDA","MD","20814","MCPD","Bar/Night Club","D","2D2","033","4700",,"ELM",,"ST","0.0","0.0","2D","    (0.0, 0.0)"
"201591219","5404","260040915","09/18/2026 12:33:59 AM","09/18/2026 12:33:00 AM",,"90D","1","Crime Against Society","Driving Under the Influence","DRIVING UNDER THE INFLUENCE LIQUOR","WHEATON","11600 BLK  BROADVIEW RD","SILVER SPRING","MD","20902","MCPD","Street - In vehicle","L","4L2","325","11600",,"BROADVIEW",,"RD","39.04655","-77.0617","4D","    (39.0466, -77.0617)"
"201591235","2304","260040928","09/18/2026 07:24:15 AM","09/17/2026 11:35:00 PM","09/18/2026 06:35:00 AM","23G","1","Crime Against Property","Theft of Motor Vehicle Parts or Accessories","LARCENY - AUTO PARTS","SILVER SPRING","11600 BLK  LOCKWOOD DR","SILVER SPRING","MD","20904","MCPD","Parking Lot - Residential","I","3I1","145","11600",,"LOCKWOOD",,"DR","39.04129","-76.9851","3D","    (39.0413, -76.9851)"
"201591218","1399","260040914","09/17/2026 11:21:45 PM","09/17/2026 11:21:00 PM",,"13B","2","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","GERMANTOWN","18300 BLK  TIMKO LA","GERMANTOWN","MD","20874","MCPD","Residence -Townhouse/Duplex","N","5N2","448","18300",,"TIMKO",,"LA","0.0","0.0","5D","    (0.0, 0.0)"
"201591251","2304","260040945","09/18/2026 10:13:19 AM","09/17/2026 11:00:00 PM","09/18/2026 09:00:00 AM","23G","1","Crime Against Property","Theft of Motor Vehicle Parts or Accessories","LARCENY - AUTO PARTS","SILVER SPRING","11600 BLK  LOCKWOOD DR","SILVER SPRING","MD","20904","MCPD","Street - Residential","I","3I1","145","11600",,"LOCKWOOD",,"DR","39.04129","-76.9851","3D","    (39.0413, -76.9851)"
"201591217","1399","260040910","09/17/2026 10:55:19 PM","09/17/2026 10:55:00 PM",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","GERMANTOWN","12800 BLK  FAIRCHILD DR","GERMANTOWN","MD","20874","MCPD","Residence - Apartment/Condo","N","5N1","702","12800",,"FAIRCHILD",,"DR","39.19293","-77.2626","5D","    (39.1929, -77.2626)"
"201591339","1399","260040911","09/17/2026 10:41:01 PM","09/17/2026 10:41:00 PM",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","GERMANTOWN","13100 BLK  WINGED FOOT LA","GERMANTOWN","MD","20874","MCPD","Residence - Apartment/Condo","N","5N1","465","13100",,"WINGED FOOT",,"LA","39.19972","-77.273","5D","    (39.1997, -77.273)"
"201591212","9113","260040904","09/17/2026 09:50:53 PM","09/17/2026 09:50:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","MONTGOMERY VILLAGE","8900 BLK  BRINK RD","GAITHERSBURG","MD","20882","MCPD","Residence - Single Family","R","6R2","543","8900",,"BRINK",,"RD","0.0","0.0","6D","    (0.0, 0.0)"
"201591207","5404","260040900","09/17/2026 09:18:01 PM","09/17/2026 09:18:00 PM","09/17/2026 10:10:00 PM","90D","1","Crime Against Society","Driving Under the Influence","DRIVING UNDER THE INFLUENCE LIQUOR","SILVER SPRING",,"SILVER SPRING","MD","20902","MCPD","Street - Residential","G","3G2","169",,,"FOREST GROVE",,"DR","39.01962","-77.0389","3D","    (39.0196, -77.0389)"
"201591263","9105","260040964","09/18/2026 12:28:51 PM","09/17/2026 09:00:00 PM","09/18/2026 07:00:00 AM","90Z","1","Crime Against Society","All Other Offenses","LOST PROPERTY","SILVER SPRING","14100 BLK  CASTLE BLV","SILVER SPRING","MD","20904","MCPD","Other/Unknown","I","3I2","380","14100",,"CASTLE",,"BLV","0.0","0.0","3D","    (0.0, 0.0)"
"201591209","9107","260040896","09/17/2026 08:48:34 PM","09/17/2026 08:48:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","MISSING PERSON","MONTGOMERY VILLAGE","10200 BLK  RIDGELINE DR","MONTGOMERY VILLAGE","MD","20886","MCPD","Residence -Townhouse/Duplex","R","6R2","546","10200",,"RIDGELINE",,"DR","39.17475","-77.2068","6D","    (39.1748, -77.2068)"
"201591210","9199","260040890","09/17/2026 08:07:27 PM","09/17/2026 08:07:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","MONTGOMERY VILLAGE","20300 BLK  PLEASANT RIDGE DR","MONTGOMERY VILLAGE","MD","20886","MCPD","School - Elementary/Secondary","R","6R2","508","20300",,"PLEASANT RIDGE",,"DR","39.19071","-77.192","6D","    (39.1907, -77.192)"
"201591203","2404","260040885","09/17/2026 07:22:59 PM","09/17/2026 07:22:00 PM",,"240","1","Crime Against Property","Motor Vehicle Theft","AUTO THEFT - VEHICLE THEFT","TAKOMA PARK","7600 BLK  MAPLE AVE","TAKOMA PARK","MD","20912","TPPD","Parking Lot - Residential","T","8T2","804","7600",,"MAPLE",,"AVE","0.0","0.0","TPPD","    (0.0, 0.0)"
"201591195","1303","260040881","09/17/2026 06:53:08 PM","09/17/2026 06:53:00 PM",,"13A","1","Crime Against Person","Aggravated Assault","ASSAULT - AGGRAVATED - FAMILY-STRONG-ARM","MONTGOMERY VILLAGE","9400 BLK  GENTLE CIR","MONTGOMERY VILLAGE","MD","20886","MCPD","Residence -Townhouse/Duplex","R","6R2","504","9400",,"GENTLE",,"CIR","0.0","0.0","6D","    (0.0, 0.0)"
"201591196","3532","260040872","09/17/2026 06:33:36 PM","09/17/2026 06:20:00 PM","09/17/2026 06:25:00 PM","35A","1","Crime Against Society","Drug/Narcotic Violations","DRUGS - COCAINE - POSSESS","ROCKVILLE","200 BLK  MEADOW HALL DR","ROCKVILLE","MD","20851","RCPD","Street - In vehicle","A","1A2","293","200",,"MEADOW HALL",,"DR","39.07443","-77.1136","1D","    (39.0744, -77.1136)"
"201591191","9113","260040876","09/17/2026 06:13:27 PM","09/17/2026 06:13:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","WHEATON","12100 BLK  BLUHILL RD","SILVER SPRING","MD","20902","MCPD","Residence -Townhouse/Duplex","L","4L1","331","12100",,"BLUHILL",,"RD","39.05405","-77.0686","4D","    (39.054, -77.0686)"
"201591189","2399","260040870","09/17/2026 06:09:25 PM","09/17/2026 06:09:00 PM",,"23H","1","Crime Against Property","All other Larceny","LARCENY (DESCRIBE OFFENSE)","ROCKVILLE","200 BLK  ROCKVILLE PIK","ROCKVILLE","MD","20850","RCPD","Street - Bus Stop","A","1A1","275","200",,"ROCKVILLE",,"PIK","39.08519","-77.1482","1D","    (39.0852, -77.1482)"
"201591245","9062","260040864",,"09/17/2026 05:53:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","FUGITIVE FROM JUSTICE (OUT OF STATE)","ROCKVILLE","1300 BLK  SEVEN LOCKS RD","POTOMAC","MD","20854","MCPD","Jail/Prison","B","1B1","228","1300",,"SEVEN LOCKS",,"RD","39.06691","-77.1616","1D","    (39.0669, -77.1616)"
"201591181","5707","260040869","09/17/2026 05:39:55 PM","09/17/2026 05:39:00 PM",,"90J","1","Crime Against Society","Trespass of Real Property","TRESPASSING","WHEATON","13600 BLK  GEORGIA AVE","SILVER SPRING","MD","20906","MCPD","Parking Lot - Commercial","K","4K1","348","13600",,"GEORGIA",,"AVE","0.0","0.0","4D","    (0.0, 0.0)"
"201591211","9101","260040866","09/17/2026 05:37:23 PM","09/17/2026 05:37:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","SUDDEN DEATH","MONTGOMERY VILLAGE",,"GAITHERSBURG","MD","20877","MCPD","Street - In vehicle","P","6P3","754",,,"COMPRINT",,"CT","39.12016","-77.1842","6D","    (39.1202, -77.1842)"
"201591243","9062","260040852",,"09/17/2026 05:18:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","FUGITIVE FROM JUSTICE (OUT OF STATE)","ROCKVILLE","1300 BLK  SEVEN LOCKS RD","POTOMAC","MD","20854","MCPD","Jail/Prison","B","1B1","228","1300",,"SEVEN LOCKS",,"RD","39.06691","-77.1616","1D","    (39.0669, -77.1616)"
"201591186","2303","260040859","09/17/2026 05:16:02 PM","09/17/2026 05:16:00 PM","09/17/2026 05:16:00 PM","23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","WHEATON","11100 BLK  VEIRS MILL RD","SILVER SPRING","MD","20902","MCPD","Retail - Mall","L","4L2","321","11100",,"VEIRS MILL",,"RD","39.03756","-77.0519","4D","    (39.0376, -77.0519)"
"201591199","1399","260040853","09/17/2026 04:34:23 PM","09/17/2026 04:34:00 PM",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","GERMANTOWN","22600 BLK  NEWCUT RD","CLARKSBURG","MD","20871","MCPD","Street - Commercial","M","5M3","476","22600",,"NEWCUT",,"RD","0.0","0.0","5D","    (0.0, 0.0)"
"201591175","2399","260040851","09/17/2026 04:13:06 PM","09/17/2026 04:13:00 PM",,"23H","1","Crime Against Property","All other Larceny","LARCENY (DESCRIBE OFFENSE)","BETHESDA","5400 BLK  WISCONSIN AVE","CHEVY CHASE","MD","20815","MCPD","Air/Bus/Train/Metro Terminal","D","2D2","006","5400",,"WISCONSIN",,"AVE","38.96079","-77.0857","2D","    (38.9608, -77.0857)"
"201591197","1399","260040844","09/17/2026 04:09:57 PM","09/17/2026 04:09:00 PM",,"13B","2","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","WHEATON","11500 BLK  TABER ST","SILVER SPRING","MD","20902","MCPD","Residence - Single Family","L","4L1","359","11500",,"TABER",,"ST","0.0","0.0","4D","    (0.0, 0.0)"
"201591167","9199","260040841",,"09/17/2026 04:08:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","WHEATON","11200 BLK  AMHERST AVE","SILVER SPRING","MD","20902","MCPD","Street - Other","L","4L2","354","11200",,"AMHERST",,"AVE","0.0","0.0","4D","    (0.0, 0.0)"
"201591168","2303","260040840","09/17/2026 03:59:09 PM","09/17/2026 03:59:00 PM",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","WHEATON","13300 BLK  NEW HAMPSHIRE AVE","SILVER SPRING","MD","20904","MCPD","Convenience Store","L","4L3","677","13300",,"NEW HAMPSHIRE",,"AVE","39.07322","-77.0027","4D","    (39.0732, -77.0027)"
"201591201","1399","260040838","09/17/2026 03:46:19 PM","09/17/2026 03:46:00 PM",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","WHEATON","1400 BLK  DENNIS AVE","SILVER SPRING","MD","20902","MCPD","School - Elementary/Secondary","L","4L2","165","1400",,"DENNIS",,"AVE","0.0","0.0","4D","    (0.0, 0.0)"
"201591170","5707","260040836","09/17/2026 03:35:55 PM","09/17/2026 03:35:00 PM",,"90J","1","Crime Against Society","Trespass of Real Property","TRESPASSING","ROCKVILLE","400 BLK  CASEY LA","ROCKVILLE","MD","20850","RCPD","Community Center","B","1B1","241","400",,"CASEY",,"LA","39.09533","-77.1915","1D","    (39.0953, -77.1915)"
"201591166","9199","260040842","09/17/2026 03:29:21 PM","09/17/2026 03:29:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","ROCKVILLE","1300 BLK E GUDE DR","ROCKVILLE","MD","20850","RCPD","Restaurant","A","1A1","287","1300","E","GUDE",,"DR","0.0","0.0","1D","    (0.0, 0.0)"
"201591163","2602","260040830","09/17/2026 03:03:27 PM","09/17/2026 03:03:00 PM",,"26A","1","Crime Against Property","False Pretenses/Swindle/Confidence Game","FRAUD - SWINDLE","MONTGOMERY VILLAGE","18700 BLK  HILLSIDE TER","DERWOOD","MD","20855","MCPD","Residence - Single Family","R","6R3","716","18700",,"HILLSIDE",,"TER","39.16383","-77.123","6D","    (39.1638, -77.123)"
"201591190","9199","260040863",,"09/17/2026 03:00:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","WHEATON","1700 BLK  WINDHAM LA","SILVER SPRING","MD","20902","MCPD","Street - Residential","L","4L2","167","1700",,"WINDHAM",,"LA","39.03215","-77.0373","4D","    (39.0322, -77.0373)"
"201591233","9199","260040821","09/17/2026 02:10:22 PM","09/17/2026 02:10:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","BETHESDA","4800 BLK  RUGBY AVE","BETHESDA","MD","20814","MCPD","Residence - Single Family","D","2D2","049","4800",,"RUGBY",,"AVE","0.0","0.0","2D","    (0.0, 0.0)"
"201591142","2610","260040813","09/17/2026 02:01:01 PM","09/17/2026 02:01:00 PM",,"26F","1","Crime Against Property","Identity Theft","IDENTITY THEFT","SILVER SPRING","9500 BLK  2ND AVE","SILVER SPRING","MD","20910","MCPD","Other/Unknown","G","3G2","081","9500",,"2ND",,"AVE","0.0","0.0","3D","    (0.0, 0.0)"
"201591151","2303","260040820","09/17/2026 01:51:53 PM","09/17/2026 01:47:00 PM","09/17/2026 01:49:00 PM","23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","ROCKVILLE","1000 BLK  SEVEN LOCKS RD","POTOMAC","MD","20854","RCPD","Convenience Store","B","1B1","228","1000",,"SEVEN LOCKS",,"RD","39.06147","-77.1609","1D","    (39.0615, -77.1609)"
"201591169","9199","260040814","09/17/2026 01:47:22 PM","09/17/2026 01:47:00 PM","09/17/2026 01:47:00 PM","90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","WHEATON","11100 BLK  VEIRS MILL RD","SILVER SPRING","MD","20902","MCPD","Retail - Mall","L","4L2","321","11100",,"VEIRS MILL",,"RD","39.03756","-77.0519","4D","    (39.0376, -77.0519)"
"201591148","9199","260040822","09/17/2026 02:39:17 PM","09/17/2026 01:40:00 PM","09/17/2026 02:40:00 PM","90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","MONTGOMERY VILLAGE","10300 BLK  APPLE RIDGE RD","MONTGOMERY VILLAGE","MD","20886","MCPD","School - Elementary/Secondary","R","6R2","547","10300",,"APPLE RIDGE",,"RD","39.18344","-77.2137","6D","    (39.1834, -77.2137)"
"201591134","9199","260040767",,"09/17/2026 01:14:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","GERMANTOWN","20000 BLK  AIRCRAFT DR","GERMANTOWN","MD","20874","MCPD","Other/Unknown","N","5N1","702","20000",,"AIRCRAFT",,"DR","39.18396","-77.2617","5D","    (39.184, -77.2617)"
"201591440","9021","260041205","09/19/2026 08:30:48 PM","09/17/2026 01:00:00 PM","09/19/2026 08:21:00 PM","90I","1","Crime Against Not a Crime","Runaway","JUVENILE - RUNAWAY","MONTGOMERY VILLAGE","15000 BLK  BROSCHART RD","ROCKVILLE","MD","20850","MCPD","School - Elementary/Secondary","P","6P1","721","15000",,"BROSCHART",,"RD","39.10179","-77.2003","6D","    (39.1018, -77.2003)"
"201591130","3562","260040784",,"09/17/2026 12:57:00 PM",,"35A","1","Crime Against Society","Drug/Narcotic Violations","DRUGS - MARIJUANA - POSSESS","TAKOMA PARK","7600 BLK  NEW HAMPSHIRE AVE","TAKOMA PARK","MD","20912","TPPD","Parking Lot - Commercial","T","8T3","807","7600",,"NEW HAMPSHIRE",,"AVE","38.9859","-76.9881","TPPD","    (38.9859, -76.9881)"
"201591161","9101","260040807","09/17/2026 12:47:55 PM","09/17/2026 12:47:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","SUDDEN DEATH","ROCKVILLE","600 BLK  MARCIA LA","ROCKVILLE","MD","20851","RCPD","Residence - Single Family","A","1A2","294","600",,"MARCIA",,"LA","39.07884","-77.1093","1D","    (39.0788, -77.1093)"
"201591141","2308","260040793","09/17/2026 12:41:48 PM","09/17/2026 12:41:00 PM",,"23D","1","Crime Against Property","Theft from Building","LARCENY - FROM BLDG","MONTGOMERY VILLAGE","700 BLK  SUFFIELD DR","GAITHERSBURG","MD","20878","GPD","Residence -Townhouse/Duplex","P","6P1","552","700",,"SUFFIELD",,"DR","39.11502","-77.2217","6D","    (39.115, -77.2217)"
"201591133","1399","260040795","09/17/2026 12:35:54 PM","09/17/2026 12:35:00 PM",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","SILVER SPRING","8100 BLK  GEORGIA AVE","SILVER SPRING","MD","20910","MCPD","Shelter-Mission/Homeless","G","3G1","094","8100",,"GEORGIA",,"AVE","38.99065","-77.0267","3D","    (38.9907, -77.0267)"
"201591615","9199","260041394","09/21/2026 10:55:03 AM","09/17/2026 12:00:00 PM","09/21/2026 10:55:00 AM","90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","SILVER SPRING","10200 BLK  GREEN FOREST DR","SILVER SPRING","MD","20903","MCPD","Residence - Driveway","I","3I3","140","10200",,"GREEN FOREST",,"DR","39.02154","-76.9704","3D","    (39.0215, -76.9704)"
"201591129","2308","260040779","09/17/2026 11:55:05 AM","09/17/2026 11:55:00 AM",,"23D","1","Crime Against Property","Theft from Building","LARCENY - FROM BLDG","MONTGOMERY VILLAGE","19300 BLK  MONTGOMERY VILLAGE AVE","MONTGOMERY VILLAGE","MD","20886","MCPD","Retail - Appliances/Electronics","R","6R2","546","19300",,"MONTGOMERY VILLAGE",,"AVE","39.17262","-77.2036","6D","    (39.1726, -77.2036)"
"201591129","1314","260040779","09/17/2026 11:55:05 AM","09/17/2026 11:55:00 AM",,"13A","1","Crime Against Person","Aggravated Assault","ASSAULT - AGGRAVATED - GUN","MONTGOMERY VILLAGE","19300 BLK  MONTGOMERY VILLAGE AVE","MONTGOMERY VILLAGE","MD","20886","MCPD","Retail - Department/Discount Store","R","6R2","546","19300",,"MONTGOMERY VILLAGE",,"AVE","39.17262","-77.2036","6D","    (39.1726, -77.2036)"
"201591115","9199","260040743",,"09/17/2026 11:45:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","GERMANTOWN","22500 BLK  WIMS RD","CLARKSBURG","MD","20871","MCPD","School - Elementary/Secondary","M","5M3","598","22500",,"WIMS",,"RD","0.0","0.0","5D","    (0.0, 0.0)"
"201591143","9101","260040790","09/17/2026 11:41:23 AM","09/17/2026 11:41:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","SUDDEN DEATH","WHEATON","1  BLK  SILVER MOON DR","SILVER SPRING","MD","20904","MCPD","Residence -Townhouse/Duplex","L","4L3","675","1",,"SILVER MOON",,"DR","39.07816","-77.0038","4D","    (39.0782, -77.0038)"
"201591236","3562","260040777",,"09/17/2026 11:30:00 AM",,"35A","1","Crime Against Society","Drug/Narcotic Violations","DRUGS - MARIJUANA - POSSESS","WHEATON","11100 BLK  NEWPORT MILL RD","KENSINGTON","MD","20895","MCPD","School - Elementary/Secondary","L","4L2","318","11100",,"NEWPORT MILL",,"RD","39.03711","-77.0724","4D","    (39.0371, -77.0724)"
"201591128","9113","260040776","09/17/2026 11:17:17 AM","09/17/2026 11:17:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","MONTGOMERY VILLAGE","16800 BLK  CRABBS BRANCH WAY","DERWOOD","MD","20855","MCPD","Retail - Beauty/Barber Shop","P","6P3","551","16800",,"CRABBS BRANCH",,"WAY","39.13147","-77.1697","6D","    (39.1315, -77.1697)"
"201591114","3550","260040757","09/17/2026 10:37:09 AM","09/17/2026 10:37:00 AM",,"35B","1","Crime Against Society","Drug Equipment Violations","DRUGS - NARCOTIC EQUIP - POSSESS","GERMANTOWN","22500 BLK  WIMS RD","CLARKSBURG","MD","20871","MCPD","School - Elementary/Secondary","M","5M3","598","22500",,"WIMS",,"RD","0.0","0.0","5D","    (0.0, 0.0)"
"201591165","9021","260040763","09/17/2026 10:43:35 AM","09/17/2026 10:22:00 AM",,"90I","1","Crime Against Not a Crime","Runaway","JUVENILE - RUNAWAY","MONTGOMERY VILLAGE","15000 BLK  BROSCHART RD","ROCKVILLE","MD","20850","MCPD","School - Elementary/Secondary","P","6P1","721","15000",,"BROSCHART",,"RD","39.10179","-77.2003","6D","    (39.1018, -77.2003)"
"201591234","9199","260040761","09/17/2026 10:22:53 AM","09/17/2026 10:22:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","MONTGOMERY VILLAGE","400 BLK  GIRARD ST","GAITHERSBURG","MD","20877","GPD","Residence - Apartment/Condo","P","6P3","419","400",,"GIRARD",,"ST","39.14648","-77.1849","6D","    (39.1465, -77.1849)"
"201591101","2303","260040725",,"09/17/2026 10:15:00 AM",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","SILVER SPRING","900 BLK  THAYER AVE","SILVER SPRING","MD","20910","MCPD","Grocery/Supermarket","G","3G1","670","900",,"THAYER",,"AVE","38.99304","-77.024","3D","    (38.993, -77.024)"
"201591108","1399","260040752","09/17/2026 09:55:34 AM","09/17/2026 09:55:00 AM",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","MONTGOMERY VILLAGE","9400 BLK  GENTLE CIR","MONTGOMERY VILLAGE","MD","20886","MCPD","Residence -Townhouse/Duplex","R","6R2","504","9400",,"GENTLE",,"CIR","0.0","0.0","6D","    (0.0, 0.0)"
"201591179","9113","260040755","09/17/2026 09:44:04 AM","09/17/2026 09:44:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","ROCKVILLE","12200 BLK  VILLAGE SQUARE TER","ROCKVILLE","MD","20852","MCPD","Residence - Apartment/Condo","A","1A2","303","12200",,"VILLAGE SQUARE",,"TER","39.05662","-77.1079","1D","    (39.0566, -77.1079)"
"201591098","9062","260040676",,"09/17/2026 09:41:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","FUGITIVE FROM JUSTICE (OUT OF STATE)","ROCKVILLE","1300 BLK  SEVEN LOCKS RD","POTOMAC","MD","20854","MCPD","Jail/Prison","B","1B1","228","1300",,"SEVEN LOCKS",,"RD","39.06691","-77.1616","1D","    (39.0669, -77.1616)"
"201591221","2404","260040916","09/18/2026 12:42:51 AM","09/17/2026 09:30:00 AM","09/17/2026 10:00:00 PM","240","1","Crime Against Property","Motor Vehicle Theft","AUTO THEFT - VEHICLE THEFT","BETHESDA","3200 BLK  UNIVERSITY BLV W","KENSINGTON","MD","20895","MCPD","Parking Lot - Residential","D","2D1","317","3200",,"UNIVERSITY","W","BLV","39.03573","-77.0647","2D","    (39.0357, -77.0647)"
"201591342","2399","260040660",,"09/17/2026 09:00:00 AM","09/17/2026 05:00:00 PM","23H","1","Crime Against Property","All other Larceny","LARCENY (DESCRIBE OFFENSE)","ROCKVILLE",,"ROCKVILLE","MD","20852","RCPD","Street - Commercial","A","1A2","273",,,"HALPINE",,"RD","39.06126","-77.125","1D","    (39.0613, -77.125)"
